farm_id,region,state,agro_zone,crop_type,crop_variety,soil_type,farm_size_ha,soil_pH,soil_nitrogen,soil_phosphorus,soil_potassium,rainfall_mm,temperature_C,fertilizer_type,fertilizer_amount_kg_ha,irrigation_type,pest_type,pest_severity,rainfall_variability,temperature_stress,extreme_weather,labor_input,soil_degradation,yield_kg_ha
FARM_006085,Southeast,Ebonyi,Humid Forest,Onions,Violet de Galmi,Lateritic,0.5,7.5,30.5,5.0,115.7,1236.2,26.4,NPK,106.8,Surface,Aphids,Low,Normal,Moderate,Drought,Low,Moderate,11290.0
FARM_006086,Southsouth,Rivers,Humid Forest,Cassava,TMS 30572,Sandy,4.0,5.5,48.9,17.9,182.0,1329.9,26.4,NPK,21.4,Surface,Fall Armyworm,High,Erratic,Moderate,Flood,Medium,Severe,3828.0
FARM_006087,Northwest,Jigawa,Sudan Savanna,Onions,Local White,Loamy,0.5,6.9,22.6,17.2,121.8,1152.1,23.4,NPK,139.1,Surface,Aphids,Low,Normal,High,Drought,Low,Moderate,6618.0
FARM_006088,Southeast,Enugu,Humid Forest,Onions,Violet de Galmi,Sandy,1.5,5.8,35.7,6.2,91.5,1197.2,25.6,NPK,0.0,Surface,Aphids,Moderate,Erratic,Moderate,Drought,Low,Moderate,5725.0
FARM_006089,Northwest,Kebbi,Sudan Savanna,Maize,Local Yellow,Clayey,2.0,6.2,17.2,28.1,110.7,2000.0,28.3,Urea,146.2,Surface,Fall Armyworm,Moderate,Erratic,Moderate,Drought,Medium,Moderate,2241.0
FARM_006090,Southwest,Oyo,Derived Savanna,Maize,Local White,Clayey,2.2,5.3,22.3,12.2,185.0,1430.8,25.4,NPK,86.5,Surface,Whiteflies,Low,Normal,Moderate,Drought,Medium,Moderate,2251.0
FARM_006091,Southsouth,Bayelsa,Humid Forest,Maize,Local White,Loamy,0.5,5.6,44.2,22.8,132.5,1358.7,26.4,NPK,145.9,Surface,Cassava Mealybug,Low,Erratic,Moderate,Drought,Medium,Severe,2235.0
FARM_006092,Northwest,Kano,Sudan Savanna,Sorghum,SK5912,Sandy,0.5,5.4,23.5,5.0,85.7,805.2,30.5,Organic,11.3,Surface,Millet Head Miner,Low,Reduced,High,Drought,Low,Moderate,1292.0
FARM_006094,Northcentral,Kwara,Northern Guinea Savanna,Maize,Local Yellow,Loamy,6.3,5.5,13.5,29.5,200.0,1680.5,31.4,NPK,102.9,Drip,Stem Borers,Low,Normal,Moderate,Drought,Medium,Moderate,2773.0
FARM_006095,Southeast,Ebonyi,Humid Forest,Yam,TDr 95/19177,Loamy,2.9,7.1,33.9,10.0,58.8,1459.2,30.3,NPK,34.9,Surface,Cassava Mealybug,High,Erratic,Moderate,Drought,Medium,Moderate,9699.0
FARM_006097,Southwest,Osun,Humid Forest,Cassava,TMS 30572,Clayey,0.5,6.5,32.1,19.1,73.2,995.1,28.4,NPK,0.3,Surface,Aphids,Low,Normal,Moderate,Drought,Medium,Moderate,11358.0
FARM_006100,Northwest,Zamfara,Sudan Savanna,Sorghum,SK5912,Clayey,1.5,6.9,12.5,7.5,154.3,844.6,29.0,NPK,200.0,Surface,Locusts,Moderate,Erratic,Moderate,Drought,Medium,Moderate,832.0
FARM_006101,Southsouth,Edo,Humid Forest,Cassava,Local Oko-Iyawo,Sandy,1.2,5.5,14.6,27.5,147.6,1590.7,28.1,NPK,197.6,Surface,Cassava Mealybug,High,Erratic,Moderate,Drought,Low,Moderate,9061.0
FARM_006102,Northwest,Sokoto,Sudan Savanna,Beans,IT89KD-288,Loamy,1.0,7.5,18.4,24.5,188.7,1500.0,28.0,NPK,67.0,Surface,Pod Borers,Low,Reduced,Moderate,Drought,Medium,Moderate,1332.0
FARM_006103,Southeast,Imo,Humid Forest,Cassava,Local Oko-Iyawo,Sandy,0.5,7.2,18.5,21.8,91.3,898.5,22.0,NPK,126.2,Surface,Fall Armyworm,Low,Erratic,Moderate,Drought,Medium,Moderate,10193.0
FARM_006104,Northeast,Adamawa,Sudan Savanna,Beans,Local Drum,Loamy,4.5,5.2,12.8,21.8,166.9,759.1,27.0,NPK,159.9,Surface,Pod Borers,Low,Reduced,Moderate,Drought,High,Severe,1297.0
FARM_006105,Southwest,Lagos,Humid Forest,Maize,TZL Comp,Loamy,3.7,7.1,50.0,19.3,148.6,923.0,27.9,Organic,109.0,Surface,Whiteflies,High,Normal,Moderate,Flood,Medium,Moderate,2628.0
FARM_006106,Southwest,Oyo,Derived Savanna,Cassava,Local Odongbo,Loamy,2.4,6.2,24.0,26.8,135.8,775.8,31.9,NPK,143.8,Surface,Aphids,Low,Erratic,Moderate,Drought,Low,Moderate,5920.0
FARM_006107,Southsouth,Bayelsa,Humid Forest,Yam,TDr 95/19177,Lateritic,1.4,6.5,25.8,25.6,106.1,1126.1,30.8,NPK,88.2,Surface,Fruit Flies,Low,Normal,Moderate,Drought,Medium,Moderate,8428.0
FARM_006108,Southwest,Osun,Humid Forest,Maize,Local White,Loamy,0.8,6.9,26.0,20.3,151.6,1030.9,25.9,NPK,18.9,Surface,Whiteflies,Moderate,Erratic,Moderate,Flood,Medium,Moderate,1916.0
FARM_006109,Southwest,Lagos,Humid Forest,Yam,D. alata,Lateritic,1.8,6.1,37.0,18.1,95.6,1818.8,28.4,NPK,26.5,Surface,Aphids,Moderate,Erratic,Moderate,Drought,Low,Moderate,5864.0
FARM_006110,Northeast,Gombe,Sudan Savanna,Beans,Local Kanannado,Sandy,2.6,6.4,44.0,23.6,133.3,852.4,30.7,NPK,102.3,Drip,Fall Armyworm,High,Normal,Moderate,Drought,Low,Moderate,1485.0
FARM_006111,Northeast,Gombe,Sudan Savanna,Sorghum,SK5912,Sandy,2.0,6.7,42.5,10.9,74.8,1664.9,30.7,NPK,35.9,Surface,Aphids,Moderate,Normal,Moderate,Drought,Low,Moderate,2576.0
FARM_006112,Southsouth,Cross River,Humid Forest,Beans,Local Drum,Lateritic,0.5,6.6,20.7,28.9,101.1,1086.1,27.5,NPK,121.3,Surface,Fall Armyworm,High,Erratic,Moderate,Drought,Low,Moderate,1001.0
FARM_006113,Northeast,Taraba,Northern Guinea Savanna,Beans,IT89KD-288,Loamy,2.4,6.8,23.2,30.0,185.6,1167.3,29.8,Urea,132.9,Sprinkler,Pod Borers,Moderate,Normal,Moderate,Drought,Low,Moderate,1842.0
FARM_006114,Northcentral,Benue,Northern Guinea Savanna,Beans,IT89KD-288,Loamy,1.6,5.0,26.0,22.5,122.5,1733.2,32.0,NPK,119.5,Surface,Pod Borers,High,Normal,High,Drought,Low,Moderate,834.0
FARM_006115,Southeast,Abia,Humid Forest,Maize,Local White,Sandy,1.9,5.4,26.9,5.5,103.7,1219.7,29.4,Urea,103.2,Surface,Cassava Mealybug,Moderate,Erratic,Moderate,Flood,Medium,Moderate,1185.0
FARM_006117,Northcentral,Nasarawa,Northern Guinea Savanna,Maize,Local Yellow,Clayey,1.2,5.7,18.0,22.4,51.8,1709.3,29.8,Urea,137.5,Surface,Grasshoppers,Moderate,Erratic,Moderate,Drought,Low,Moderate,2626.0
FARM_006118,Northeast,Adamawa,Sudan Savanna,Pepper,Cayenne,Clayey,2.8,6.5,37.4,10.4,184.1,1071.0,26.7,NPK,108.2,Surface,Aphids,Low,Normal,Moderate,Drought,Low,Moderate,4936.0
FARM_006120,Northcentral,Niger,Northern Guinea Savanna,Beans,Local Kanannado,Loamy,1.0,5.2,35.8,26.5,168.1,1495.0,23.4,NPK,38.2,Surface,Fall Armyworm,High,Erratic,Moderate,Drought,Low,Moderate,753.0
FARM_006121,Southwest,Oyo,Derived Savanna,Pepper,Local Shombo,Lateritic,0.9,5.3,44.8,20.1,50.0,1317.4,24.2,Urea,144.6,Surface,Aphids,Low,Normal,High,Drought,Low,Moderate,2154.0
FARM_006122,Southwest,Oyo,Derived Savanna,Yam,D. rotundata,Loamy,0.5,5.8,38.1,5.0,150.3,1911.0,25.6,Urea,149.4,Surface,Stem Borers,Moderate,Erratic,Moderate,Flood,Medium,Moderate,8417.0
FARM_006124,Northeast,Borno,Sahel Savanna,Onions,Violet de Galmi,Sandy,0.7,7.1,26.2,26.3,173.5,958.5,29.6,Urea,115.1,Surface,Stem Borers,Moderate,Reduced,Moderate,Drought,Medium,Moderate,10695.0
FARM_006125,Northwest,Sokoto,Sudan Savanna,Maize,TZL Comp,Loamy,0.5,6.2,44.5,28.9,98.9,1221.2,31.6,Urea,29.5,Surface,Aphids,Low,Reduced,Moderate,Drought,Medium,Moderate,3414.0
FARM_006126,Northwest,Sokoto,Sudan Savanna,Sorghum,SK5912,Sandy,0.6,6.6,24.9,5.2,50.0,600.0,22.4,NPK,72.4,Surface,Locusts,Moderate,Normal,Moderate,Drought,Low,Moderate,1938.0
FARM_006127,Northcentral,Niger,Northern Guinea Savanna,Tomato,Local Jos,Loamy,3.2,6.3,14.8,22.1,50.0,1365.9,24.5,NPK,200.0,Surface,Aphids,Low,Erratic,High,Drought,Low,Moderate,10198.0
FARM_006128,Southeast,Abia,Humid Forest,Yam,TDr 95/19177,Lateritic,1.2,7.5,38.4,24.2,153.1,716.9,22.4,NPK,47.5,Surface,Fall Armyworm,Low,Normal,High,Drought,Low,Moderate,7259.0
FARM_006129,Southwest,Oyo,Derived Savanna,Yam,TDr 95/19177,Loamy,1.6,6.6,28.0,5.9,70.1,1194.5,29.2,NPK,118.9,Surface,Tomato Leaf Miner,Low,Normal,Moderate,Drought,Low,Moderate,10821.0
FARM_006130,Southeast,Ebonyi,Humid Forest,Cassava,Local Oko-Iyawo,Loamy,1.2,5.0,30.8,8.9,177.2,931.4,22.0,NPK,199.2,Surface,Whiteflies,Low,Erratic,Moderate,Flood,Medium,Moderate,10660.0
FARM_006131,Southsouth,Bayelsa,Humid Forest,Rice,Local Ofada,Loamy,3.4,6.6,49.5,25.1,56.2,1198.4,22.2,Urea,186.8,Surface,Cassava Mealybug,High,Normal,Moderate,Drought,Low,Moderate,1711.0
FARM_006132,Northwest,Zamfara,Sudan Savanna,Pepper,Nsukka Yellow,Sandy,1.4,6.9,20.5,24.3,84.2,958.4,29.1,NPK,106.2,Surface,Aphids,Low,Reduced,Moderate,Drought,Low,Moderate,2552.0
FARM_006133,Northcentral,Benue,Northern Guinea Savanna,Maize,Local Yellow,Loamy,1.1,6.6,33.1,28.7,200.0,1852.4,23.5,NPK,63.5,Surface,Grasshoppers,Moderate,Erratic,Moderate,Drought,High,Moderate,1898.0
FARM_006135,Southwest,Oyo,Derived Savanna,Pepper,Nsukka Yellow,Loamy,2.8,5.5,37.2,7.2,91.9,1298.7,27.2,NPK,87.8,Surface,Aphids,Low,Erratic,Moderate,Drought,Medium,Severe,4881.0
FARM_006136,Southwest,Osun,Humid Forest,Yam,TDr 95/19177,Lateritic,3.4,7.3,16.6,29.6,59.1,1351.6,25.9,NPK,172.0,Surface,Stem Borers,High,Erratic,Moderate,Drought,Medium,Moderate,5930.0
FARM_006137,Southsouth,Akwa Ibom,Humid Forest,Yam,D. rotundata,Sandy,1.3,5.3,30.2,13.5,103.9,737.4,28.3,NPK,0.0,Surface,Cassava Mealybug,Moderate,Normal,High,Drought,Low,Moderate,6303.0
FARM_006138,Northeast,Taraba,Northern Guinea Savanna,Onions,Local White,Loamy,2.6,5.1,28.8,22.1,200.0,600.0,30.3,NPK,109.2,Drip,Aphids,Moderate,Reduced,Moderate,Drought,Medium,Moderate,9004.0
FARM_006139,Northcentral,Plateau,Northern Guinea Savanna,Rice,FARO 44,Loamy,1.8,6.3,20.4,20.2,158.5,816.7,22.0,Urea,200.0,Surface,Grasshoppers,Low,Erratic,Moderate,Drought,Medium,Moderate,6000.0
FARM_006140,Northwest,Jigawa,Sudan Savanna,Onions,Kano Red,Clayey,0.9,5.0,33.9,8.4,190.2,1207.5,27.8,NPK,164.2,Surface,Stem Borers,Low,Reduced,Moderate,Drought,Medium,Moderate,7447.0
FARM_006141,Southsouth,Bayelsa,Humid Forest,Yam,TDr 95/19177,Lateritic,3.1,6.8,25.3,28.0,110.1,825.9,32.0,NPK,124.7,Surface,Fall Armyworm,High,Erratic,Moderate,Drought,Medium,Moderate,5332.0
FARM_006142,Southsouth,Rivers,Humid Forest,Yam,TDr 95/19177,Lateritic,0.8,7.5,13.5,15.3,139.3,1138.3,25.5,NPK,100.6,Surface,Grasshoppers,Low,Normal,Moderate,Flood,Medium,Moderate,6947.0
FARM_006143,Southwest,Lagos,Humid Forest,Yam,D. alata,Loamy,0.5,7.5,46.2,7.3,68.9,1521.0,28.1,Urea,43.2,Surface,Stem Borers,Moderate,Erratic,Moderate,Flood,Medium,Moderate,6407.0
FARM_006145,Northwest,Kebbi,Sudan Savanna,Maize,TZL Comp,Sandy,1.4,6.5,23.5,21.8,151.0,1310.7,28.9,NPK,67.3,Surface,Fall Armyworm,Moderate,Erratic,Moderate,Drought,Medium,Moderate,1822.0
FARM_006146,Southwest,Osun,Humid Forest,Pepper,Local Shombo,Lateritic,0.8,7.2,16.3,21.6,157.9,1979.3,30.5,Organic,26.2,Surface,Whiteflies,Moderate,Erratic,Moderate,Flood,Medium,Moderate,3873.0
FARM_006147,Northcentral,Nasarawa,Northern Guinea Savanna,Beans,IT89KD-288,Loamy,1.9,6.1,10.0,11.7,87.2,600.0,32.0,NPK,116.8,Drip,Aphids,High,Reduced,Moderate,Drought,Low,Moderate,500.0
FARM_006148,Southsouth,Edo,Humid Forest,Rice,Local Ofada,Lateritic,0.5,7.1,43.4,19.2,77.4,1732.1,29.7,Urea,99.8,Surface,Fruit Flies,Moderate,Normal,Moderate,Flood,Medium,Moderate,1828.0
FARM_006149,Northcentral,Kogi,Derived Savanna,Maize,Local White,Clayey,1.2,7.5,47.3,12.4,197.6,842.2,32.0,NPK,133.7,Surface,Pod Borers,Moderate,Reduced,High,Drought,Medium,Moderate,2543.0
FARM_006150,Northeast,Gombe,Sudan Savanna,Sorghum,Local Farafara,Sandy,1.6,5.6,42.4,17.9,83.2,1333.2,32.0,NPK,160.5,Surface,Aphids,Moderate,Erratic,High,Drought,High,Moderate,2767.0
FARM_006151,Northcentral,FCT,Northern Guinea Savanna,Maize,Local Yellow,Clayey,0.7,5.2,31.8,14.2,100.9,1522.6,26.6,NPK,119.7,Drip,Grasshoppers,Low,Erratic,High,Drought,Low,Moderate,758.0
FARM_006152,Northcentral,Plateau,Northern Guinea Savanna,Beans,IT89KD-288,Clayey,1.3,6.2,39.0,17.1,169.4,1037.8,31.3,NPK,38.2,Surface,Aphids,Low,Normal,Moderate,Drought,Low,Moderate,1029.0
FARM_006153,Southwest,Oyo,Derived Savanna,Tomato,UC82B,Loamy,2.5,7.3,40.4,26.5,130.0,911.1,22.0,Urea,152.4,Surface,Aphids,High,Normal,Moderate,Drought,High,Moderate,8887.0
FARM_006154,Southwest,Osun,Humid Forest,Cassava,TMS 30572,Lateritic,0.5,6.7,24.2,8.6,92.7,1036.0,26.9,NPK,40.0,Surface,Fall Armyworm,High,Erratic,Moderate,Drought,Low,Severe,3374.0
FARM_006155,Southwest,Ondo,Humid Forest,Rice,Local Ofada,Lateritic,1.6,6.8,33.9,5.4,126.2,600.0,25.8,NPK,98.5,Surface,Fall Armyworm,High,Erratic,Moderate,Drought,Low,Moderate,1855.0
FARM_006156,Southwest,Ogun,Humid Forest,Cassava,Local Odongbo,Lateritic,0.5,5.5,43.6,5.2,189.6,1989.7,29.1,NPK,133.7,Surface,Fall Armyworm,Moderate,Normal,Moderate,Drought,Low,Moderate,8754.0
FARM_006157,Northwest,Jigawa,Sudan Savanna,Beans,IT89KD-288,Sandy,2.6,5.1,25.2,23.6,200.0,794.5,25.7,NPK,50.6,Surface,Fall Armyworm,High,Reduced,Moderate,Drought,Low,Moderate,1192.0
FARM_006159,Southwest,Ondo,Humid Forest,Rice,FARO 44,Loamy,1.0,5.9,34.5,18.5,83.9,921.1,26.3,Organic,100.5,Surface,Thrips,Low,Normal,Moderate,Drought,Medium,Moderate,4810.0
FARM_006161,Southwest,Ondo,Humid Forest,Cassava,Local Oko-Iyawo,Clayey,2.2,7.1,37.3,12.0,180.4,1826.6,24.4,Organic,36.5,Surface,Fall Armyworm,Moderate,Normal,Moderate,Drought,Low,Moderate,6838.0
FARM_006162,Southeast,Abia,Humid Forest,Yam,TDr 95/19177,Loamy,2.4,7.0,21.6,20.3,169.4,2000.0,26.9,NPK,136.0,Sprinkler,Fall Armyworm,Low,Normal,Moderate,Flood,Medium,Moderate,10083.0
FARM_006163,Southeast,Enugu,Humid Forest,Cassava,Local Odongbo,Lateritic,1.5,6.1,33.8,20.6,59.1,967.3,25.3,NPK,111.3,Surface,Fall Armyworm,Moderate,Erratic,Moderate,Flood,Medium,Moderate,5511.0
FARM_006164,Southsouth,Delta,Humid Forest,Yam,D. alata,Lateritic,2.7,6.4,17.9,27.5,121.4,1542.3,23.5,Organic,0.0,Surface,Cassava Mealybug,Low,Normal,Moderate,Drought,Medium,Moderate,9483.0
FARM_006165,Southeast,Ebonyi,Humid Forest,Maize,Local White,Lateritic,0.9,6.7,47.0,21.0,106.6,1059.8,24.2,NPK,0.0,Surface,Cassava Mealybug,Moderate,Normal,Moderate,Flood,High,Moderate,1456.0
FARM_006167,Southsouth,Delta,Humid Forest,Maize,TZL Comp,Loamy,1.3,6.4,50.0,8.5,101.9,808.5,24.3,NPK,174.5,Surface,Fall Armyworm,High,Erratic,Moderate,Drought,Medium,Moderate,2101.0
FARM_006169,Southwest,Ogun,Humid Forest,Rice,Local Ofada,Clayey,1.1,6.9,16.3,15.3,200.0,1423.6,24.6,NPK,103.7,Surface,Aphids,Low,Erratic,Moderate,Drought,Medium,Moderate,6000.0
FARM_006171,Southwest,Lagos,Humid Forest,Cassava,Local Oko-Iyawo,Clayey,0.5,7.1,26.5,24.4,200.0,701.9,26.7,NPK,126.1,Surface,Aphids,Moderate,Normal,Moderate,Drought,Low,Moderate,4075.0
FARM_006172,Northcentral,Kwara,Northern Guinea Savanna,Beans,Local Drum,Loamy,0.7,5.5,23.4,18.9,51.3,844.6,31.8,NPK,22.6,Surface,Aphids,Low,Reduced,Moderate,Flood,Low,Moderate,500.0
FARM_006173,Southwest,Lagos,Humid Forest,Cassava,Local Oko-Iyawo,Sandy,0.5,6.4,29.5,16.8,137.4,744.2,24.8,NPK,0.0,Surface,Aphids,Low,Erratic,High,Flood,Medium,Moderate,5497.0
FARM_006174,Northwest,Zamfara,Sudan Savanna,Maize,TZL Comp,Lateritic,0.5,5.5,40.6,24.4,66.5,646.3,29.5,Urea,147.4,Surface,Locusts,High,Reduced,Moderate,Drought,Low,Moderate,1092.0
FARM_006175,Northcentral,Kwara,Northern Guinea Savanna,Beans,Local Kanannado,Loamy,2.1,5.7,19.2,5.0,115.0,1924.5,22.0,NPK,122.7,Surface,Fall Armyworm,High,Normal,Moderate,Drought,Medium,Moderate,732.0
FARM_006176,Northcentral,Plateau,Northern Guinea Savanna,Tomato,UC82B,Sandy,1.0,6.5,40.8,22.6,86.5,1500.0,29.3,Urea,163.6,Drip,Aphids,Low,Reduced,Moderate,Drought,Low,Moderate,17104.0
FARM_006177,Northcentral,Kwara,Northern Guinea Savanna,Beans,IT89KD-288,Sandy,0.5,6.9,43.0,5.6,124.0,1400.1,31.1,Urea,52.1,Surface,Pod Borers,Low,Normal,Moderate,Drought,Low,Moderate,1026.0
FARM_006178,Southwest,Oyo,Derived Savanna,Onions,Kano Red,Clayey,0.5,5.0,21.8,19.4,89.0,1083.9,30.9,NPK,95.0,Surface,Thrips,Low,Normal,Moderate,Drought,Low,Moderate,12554.0
FARM_006179,Southwest,Ondo,Humid Forest,Beans,Local Kanannado,Lateritic,1.0,6.2,40.8,19.8,104.0,2000.0,31.4,NPK,147.6,Surface,Aphids,Low,Normal,High,Flood,Medium,Moderate,543.0
FARM_006180,Southeast,Anambra,Humid Forest,Yam,D. alata,Lateritic,3.1,6.4,21.8,12.8,80.2,671.4,30.0,Urea,165.2,Surface,Aphids,Low,Erratic,Moderate,Drought,Low,Severe,4835.0
FARM_006181,Northcentral,Benue,Northern Guinea Savanna,Rice,Local Ofada,Loamy,0.8,5.8,35.8,9.9,81.5,1612.5,25.3,NPK,140.3,Surface,Thrips,Moderate,Normal,Moderate,Drought,Low,Moderate,3119.0
FARM_006182,Southeast,Ebonyi,Humid Forest,Yam,D. rotundata,Lateritic,1.8,5.1,35.6,12.7,57.4,923.7,24.8,Organic,134.7,Surface,Aphids,Low,Normal,Moderate,Flood,Medium,Moderate,5789.0
FARM_006183,Southwest,Ekiti,Humid Forest,Cassava,Local Oko-Iyawo,Lateritic,0.5,6.3,21.7,22.7,168.7,1237.3,31.9,Urea,15.0,Surface,Fall Armyworm,Low,Normal,Moderate,Drought,Medium,Moderate,5810.0
FARM_006185,Southwest,Oyo,Derived Savanna,Beans,Local Kanannado,Loamy,2.5,6.6,15.9,23.9,200.0,770.1,27.1,NPK,193.4,Surface,Fall Armyworm,Low,Normal,Moderate,Flood,Medium,Moderate,1114.0
FARM_006186,Northwest,Jigawa,Sudan Savanna,Maize,Local Yellow,Loamy,0.5,6.3,50.0,28.4,146.1,897.7,24.6,NPK,130.0,Surface,Aphids,High,Reduced,High,Drought,High,Severe,1074.0
FARM_006187,Northwest,Sokoto,Sudan Savanna,Maize,Local Yellow,Clayey,0.5,5.6,25.2,22.4,94.9,1105.3,32.0,NPK,6.1,Surface,Stem Borers,Moderate,Erratic,High,Drought,Low,Moderate,1538.0
FARM_006188,Southeast,Anambra,Humid Forest,Maize,Local Yellow,Lateritic,0.5,5.3,14.8,6.7,135.6,799.4,23.2,NPK,72.7,Surface,Cassava Mealybug,High,Normal,Moderate,Drought,Low,Moderate,1716.0
FARM_006189,Southwest,Lagos,Humid Forest,Yam,D. rotundata,Lateritic,1.4,5.3,10.0,20.6,50.0,1926.1,24.9,NPK,154.8,Surface,Fall Armyworm,Low,Normal,Moderate,Drought,High,Moderate,9674.0
FARM_006190,Southwest,Ogun,Humid Forest,Onions,Violet de Galmi,Lateritic,0.7,5.3,41.6,25.5,122.4,1349.2,22.0,NPK,153.7,Drip,Stem Borers,Low,Normal,High,Flood,Medium,Moderate,5024.0
FARM_006191,Northcentral,Kogi,Derived Savanna,Yam,D. rotundata,Clayey,1.3,7.2,32.1,28.6,163.2,1196.1,30.4,NPK,28.4,Surface,Locusts,Moderate,Erratic,Moderate,Flood,Low,Moderate,5108.0
FARM_006192,Northcentral,Kwara,Northern Guinea Savanna,Yam,D. rotundata,Clayey,0.5,5.1,46.8,25.1,95.5,1451.9,26.7,NPK,174.2,Surface,Pod Borers,Low,Erratic,Moderate,Flood,Low,Moderate,6874.0
FARM_006193,Northwest,Kaduna,Sudan Savanna,Pepper,Local Shombo,Sandy,2.3,5.4,37.1,14.0,190.5,1837.6,26.1,Urea,29.6,Surface,Aphids,Moderate,Normal,Moderate,Drought,Low,Moderate,1277.0
FARM_006194,Northeast,Bauchi,Sudan Savanna,Maize,TZL Comp,Clayey,2.4,5.3,18.3,8.5,132.8,759.9,22.0,NPK,87.4,Surface,Fall Armyworm,Moderate,Erratic,High,Drought,Low,Moderate,1455.0
FARM_006195,Northcentral,Niger,Northern Guinea Savanna,Pepper,Nsukka Yellow,Loamy,0.9,6.2,48.1,22.9,82.5,846.4,22.0,NPK,113.1,Surface,Aphids,High,Normal,Moderate,Drought,Low,Moderate,6155.0
FARM_006196,Southwest,Oyo,Derived Savanna,Tomato,UC82B,Loamy,1.0,5.5,24.1,26.6,134.4,807.1,30.0,Urea,79.9,Surface,Aphids,Moderate,Erratic,Moderate,Flood,Medium,Moderate,7362.0
FARM_006197,Southeast,Abia,Humid Forest,Yam,D. alata,Lateritic,1.3,5.5,25.3,12.0,173.2,2000.0,29.1,Urea,184.1,Surface,Fall Armyworm,Moderate,Normal,Moderate,Drought,Medium,Moderate,10760.0
FARM_006198,Northwest,Zamfara,Sudan Savanna,Sorghum,SK5912,Lateritic,0.5,5.1,13.9,5.0,72.2,600.0,28.3,NPK,188.8,Surface,Millet Head Miner,Low,Reduced,Moderate,Drought,Low,Moderate,500.0
FARM_006199,Southeast,Ebonyi,Humid Forest,Cassava,Local Oko-Iyawo,Loamy,0.8,7.5,20.2,18.2,82.1,1062.5,28.0,Organic,9.9,Surface,Whiteflies,Moderate,Normal,Moderate,Drought,Medium,Moderate,10089.0
FARM_006200,Southwest,Ogun,Humid Forest,Cassava,Local Odongbo,Loamy,0.5,7.0,23.7,15.3,154.1,1236.1,28.0,NPK,37.3,Surface,Aphids,Low,Normal,Moderate,Flood,Medium,Moderate,8981.0
FARM_006201,Northwest,Katsina,Sudan Savanna,Maize,TZL Comp,Sandy,3.0,6.6,21.5,5.0,138.0,1599.1,22.6,Urea,185.3,Surface,Aphids,Moderate,Normal,Moderate,Drought,Low,Moderate,1800.0
FARM_006202,Southsouth,Akwa Ibom,Humid Forest,Yam,TDr 95/19177,Clayey,1.9,5.4,24.0,22.7,64.0,825.0,30.5,NPK,48.6,Surface,Fruit Flies,Low,Normal,Moderate,Drought,Medium,Moderate,12636.0
FARM_006203,Northeast,Bauchi,Sudan Savanna,Beans,IT89KD-288,Loamy,3.4,5.9,33.9,11.4,85.3,867.7,24.5,Urea,29.8,Surface,Pod Borers,Low,Reduced,Moderate,Drought,Medium,Moderate,749.0
FARM_006204,Northcentral,Benue,Northern Guinea Savanna,Maize,TZL Comp,Sandy,0.5,6.6,15.9,23.9,65.4,1708.2,31.7,Urea,21.0,Surface,Locusts,High,Normal,High,Drought,Medium,Moderate,1444.0
FARM_006205,Southwest,Ogun,Humid Forest,Tomato,Local Jos,Lateritic,0.5,5.7,31.6,23.7,146.5,1729.5,24.7,NPK,155.1,Surface,Aphids,High,Erratic,Moderate,Drought,Low,Severe,4846.0
FARM_006206,Northeast,Borno,Sahel Savanna,Maize,Local White,Loamy,0.9,6.4,19.3,6.4,127.1,1369.1,22.8,NPK,25.1,Surface,Stem Borers,Moderate,Reduced,Moderate,Drought,Medium,Moderate,1447.0
FARM_006207,Southeast,Enugu,Humid Forest,Cassava,Local Odongbo,Lateritic,0.9,6.6,50.0,12.9,183.3,600.0,26.6,NPK,36.3,Surface,Whiteflies,High,Normal,Moderate,Drought,Low,Moderate,6630.0
FARM_006208,Southeast,Abia,Humid Forest,Maize,Local Yellow,Clayey,0.6,6.3,10.0,23.9,138.9,864.0,23.4,Urea,120.8,Drip,Aphids,Low,Normal,Moderate,Drought,Medium,Moderate,4217.0
FARM_006210,Southwest,Ogun,Humid Forest,Maize,Local White,Lateritic,0.5,5.9,29.1,9.9,122.0,600.0,27.1,NPK,107.6,Surface,Fall Armyworm,Moderate,Normal,High,Flood,Medium,Moderate,1656.0
FARM_006211,Southsouth,Edo,Humid Forest,Yam,D. rotundata,Sandy,0.5,6.9,41.1,10.8,134.6,1153.8,30.3,NPK,121.6,Surface,Tomato Leaf Miner,Low,Normal,Moderate,Drought,Medium,Moderate,7924.0
FARM_006212,Southwest,Ekiti,Humid Forest,Yam,TDr 95/19177,Lateritic,2.2,7.2,20.0,27.0,50.0,1822.4,26.1,Organic,16.0,Surface,Whiteflies,Low,Normal,High,Drought,High,Moderate,8606.0
FARM_006213,Southsouth,Bayelsa,Humid Forest,Rice,FARO 52,Lateritic,4.9,7.0,27.5,9.1,170.6,1841.2,22.5,NPK,33.2,Surface,Cassava Mealybug,High,Normal,Moderate,Drought,Medium,Moderate,4792.0
FARM_006214,Southsouth,Rivers,Humid Forest,Yam,D. alata,Lateritic,2.8,6.0,50.0,22.0,143.5,600.0,32.0,NPK,10.8,Surface,Cassava Mealybug,Low,Erratic,Moderate,Drought,Medium,Moderate,7451.0
